"cliente","produto","preco","categoria","quantidade","data"
8326,"micro-ondas","","Eletrodomésticos",1,"2025-02-11"
4680,"chromecast",200,"TV, Áudio e Vídeo",5,"2024-11-19"
3935,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-03-11"
8929,"ar-condicionado",2500,"Eletrodomésticos",4,"2024-03-16"
1995,"chromecast",200,"TV, Áudio e Vídeo",5,"2024-05-24"
5472,"carregador",100,"Smartphones e Acessórios",5,"2024-04-15"
6393,"fone de ouvido",200,"Smartphones e Acessórios",4,"2025-04-26"
9706,"capinha","","Smartphones e Acessórios",3,"2025-10-12"
4051,"carregador",100,"Smartphones e Acessórios",4,"2025-03-14"
3959,"home theater","","TV, Áudio e Vídeo",2,"2024-10-05"
1645,"mouse",100,"Informática e Periféricos",2,"2024-07-30"
9595,"monitor",1500,"Informática e Periféricos",4,"2024-03-23"
2996,"notebook",4000,"Informática e Periféricos",4,"2026-01-23"
6802,"teclado","","Informática e Periféricos",5,"2024-09-06"
3037,"monitor",1500,"Informática e Periféricos",5,"2025-06-29"
422,"notebook",4000,"Informática e Periféricos",1,"2025-12-26"
8935,"chromecast",200,"TV, Áudio e Vídeo",2,"2024-10-30"
3347,"capinha","","Smartphones e Acessórios",3,"2026-01-18"
9587,"mouse",100,"Informática e Periféricos",1,"2025-08-10"
7793,"smartphone",2000,"Smartphones e Acessórios",4,"2024-05-28"
3520,"fogao",1500,"Eletrodomésticos",1,"2025-01-17"
2097,"mouse",100,"Informática e Periféricos",2,"2024-03-03"
5574,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-07-26"
4670,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-01-31"
4345,"micro-ondas","","Eletrodomésticos",1,"2024-07-13"
3119,"carregador",100,"Smartphones e Acessórios",4,"2024-04-24"
5875,"fone de ouvido",200,"Smartphones e Acessórios",4,"2025-06-08"
8869,"geladeira",5000,"Eletrodomésticos",2,"2025-02-06"
836,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-11-14"
6867,"monitor",1500,"Informática e Periféricos",3,"2024-04-24"
9874,"teclado","","Informática e Periféricos",5,"2024-08-07"
9673,"home theater","","TV, Áudio e Vídeo",3,"2025-02-25"
5809,"home theater","","TV, Áudio e Vídeo",2,"2025-02-16"
3069,"micro-ondas","","Eletrodomésticos",2,"2025-09-13"
1039,"micro-ondas","","Eletrodomésticos",4,"2025-01-16"
7091,"capinha","","Smartphones e Acessórios",2,"2025-06-16"
9628,"monitor",1500,"Informática e Periféricos",5,"2025-09-23"
5452,"smartwatch",1000,"Smartphones e Acessórios",5,"2025-09-28"
1078,"home theater","","TV, Áudio e Vídeo",5,"2025-07-13"
8839,"fogao",1500,"Eletrodomésticos",1,"2025-03-29"
7398,"home theater","","TV, Áudio e Vídeo",3,"2025-05-18"
6650,"smartphone",2000,"Smartphones e Acessórios",4,"2025-06-11"
7897,"smartphone",2000,"Smartphones e Acessórios",4,"2025-01-26"
3431,"geladeira",5000,"Eletrodomésticos",5,"2024-10-30"
2383,"chromecast",200,"TV, Áudio e Vídeo",3,"2026-01-06"
5180,"teclado","","Informática e Periféricos",4,"2024-08-25"
3980,"home theater","","TV, Áudio e Vídeo",2,"2025-11-22"
6371,"chromecast",200,"TV, Áudio e Vídeo",3,"2024-10-17"
209,"notebook",4000,"Informática e Periféricos",1,"2024-04-14"
962,"monitor",1500,"Informática e Periféricos",2,"2024-10-22"
7878,"smartwatch",1000,"Smartphones e Acessórios",4,"2025-05-19"
6082,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-05-03"
8221,"geladeira",5000,"Eletrodomésticos",4,"2024-02-09"
5448,"teclado","","Informática e Periféricos",2,"2025-11-05"
2955,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-06-18"
3174,"ar-condicionado",2500,"Eletrodomésticos",1,"2025-10-19"
8206,"micro-ondas","","Eletrodomésticos",2,"2025-03-05"
3791,"monitor",1500,"Informática e Periféricos",1,"2024-05-27"
224,"soundbar",1000,"TV, Áudio e Vídeo",4,"2024-01-28"
3422,"teclado","","Informática e Periféricos",5,"2024-07-11"
1163,"carregador",100,"Smartphones e Acessórios",5,"2025-06-09"
1310,"fogao",1500,"Eletrodomésticos",4,"2024-04-08"
8451,"home theater","","TV, Áudio e Vídeo",5,"2024-09-23"
5884,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-02-05"
7246,"mouse",100,"Informática e Periféricos",2,"2024-05-13"
945,"geladeira",5000,"Eletrodomésticos",2,"2024-09-29"
4210,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-09-16"
3635,"micro-ondas","","Eletrodomésticos",1,"2024-09-13"
5713,"notebook",4000,"Informática e Periféricos",5,"2025-06-04"
1576,"teclado","","Informática e Periféricos",2,"2025-08-20"
7643,"home theater","","TV, Áudio e Vídeo",4,"2025-10-17"
8127,"ar-condicionado",2500,"Eletrodomésticos",4,"2024-04-26"
9182,"geladeira",5000,"Eletrodomésticos",3,"2025-11-28"
3306,"notebook",4000,"Informática e Periféricos",2,"2024-04-09"
4095,"mouse",100,"Informática e Periféricos",5,"2025-09-27"
1603,"ar-condicionado",2500,"Eletrodomésticos",3,"2024-07-02"
5896,"smart tv",4000,"TV, Áudio e Vídeo",4,"2025-03-07"
6685,"fogao",1500,"Eletrodomésticos",5,"2025-08-06"
3165,"monitor",1500,"Informática e Periféricos",1,"2024-07-05"
5524,"carregador",100,"Smartphones e Acessórios",5,"2024-11-26"
9697,"chromecast",200,"TV, Áudio e Vídeo",5,"2025-10-16"
5687,"notebook",4000,"Informática e Periféricos",5,"2025-11-03"
9543,"smartphone",2000,"Smartphones e Acessórios",4,"2024-07-08"
3065,"carregador",100,"Smartphones e Acessórios",1,"2024-11-09"
4670,"smartphone",2000,"Smartphones e Acessórios",5,"2024-02-17"
566,"notebook",4000,"Informática e Periféricos",2,"2025-07-05"
3706,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-03-15"
8097,"capinha","","Smartphones e Acessórios",1,"2024-07-12"
1313,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-03-16"
1518,"monitor",1500,"Informática e Periféricos",5,"2024-03-05"
8989,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-11-02"
9569,"notebook",4000,"Informática e Periféricos",4,"2025-11-26"
4019,"smartphone",2000,"Smartphones e Acessórios",2,"2025-02-21"
3830,"notebook",4000,"Informática e Periféricos",1,"2025-07-18"
6234,"soundbar",1000,"TV, Áudio e Vídeo",1,"2025-10-01"
8759,"notebook",4000,"Informática e Periféricos",3,"2025-09-19"
6170,"teclado","","Informática e Periféricos",4,"2024-07-17"
5046,"monitor",1500,"Informática e Periféricos",3,"2025-02-28"
6658,"ar-condicionado",2500,"Eletrodomésticos",2,"2024-03-30"
3453,"fone de ouvido",200,"Smartphones e Acessórios",5,"2025-11-26"
771,"fogao",1500,"Eletrodomésticos",2,"2024-11-17"
5023,"smartwatch",1000,"Smartphones e Acessórios",5,"2024-10-22"
1010,"carregador",100,"Smartphones e Acessórios",3,"2024-03-17"
5396,"fogao",1500,"Eletrodomésticos",2,"2024-09-02"
4913,"geladeira",5000,"Eletrodomésticos",5,"2024-10-11"
9368,"monitor",1500,"Informática e Periféricos",2,"2025-01-03"
5531,"smartphone",2000,"Smartphones e Acessórios",4,"2025-11-02"
6083,"fone de ouvido",200,"Smartphones e Acessórios",4,"2025-06-04"
8476,"capinha","","Smartphones e Acessórios",4,"2025-06-27"
80,"chromecast",200,"TV, Áudio e Vídeo",3,"2024-09-05"
4087,"chromecast",200,"TV, Áudio e Vídeo",4,"2025-09-06"
2784,"mouse",100,"Informática e Periféricos",3,"2024-07-28"
4668,"soundbar",1000,"TV, Áudio e Vídeo",5,"2025-03-09"
8053,"home theater","","TV, Áudio e Vídeo",5,"2025-05-11"
2289,"fogao",1500,"Eletrodomésticos",3,"2025-12-24"
2322,"capinha","","Smartphones e Acessórios",2,"2025-06-21"
7877,"ar-condicionado",2500,"Eletrodomésticos",1,"2025-09-09"
4873,"fone de ouvido",200,"Smartphones e Acessórios",4,"2025-07-26"
7977,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-03-22"
522,"monitor",1500,"Informática e Periféricos",1,"2025-08-29"
3679,"home theater","","TV, Áudio e Vídeo",5,"2025-07-15"
3611,"carregador",100,"Smartphones e Acessórios",3,"2024-05-02"
9059,"micro-ondas","","Eletrodomésticos",1,"2025-08-31"
3920,"fogao",1500,"Eletrodomésticos",4,"2025-05-01"
1130,"chromecast",200,"TV, Áudio e Vídeo",2,"2024-04-07"
5176,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-05-20"
3900,"fogao",1500,"Eletrodomésticos",4,"2024-09-26"
3825,"notebook",4000,"Informática e Periféricos",5,"2025-06-27"
6019,"chromecast",200,"TV, Áudio e Vídeo",4,"2025-03-26"
7401,"ar-condicionado",2500,"Eletrodomésticos",3,"2025-07-06"
5166,"smart tv",4000,"TV, Áudio e Vídeo",5,"2025-05-20"
7148,"monitor",1500,"Informática e Periféricos",3,"2025-03-02"
3087,"notebook",4000,"Informática e Periféricos",2,"2024-03-20"
1811,"capinha","","Smartphones e Acessórios",2,"2025-10-18"
1329,"notebook",4000,"Informática e Periféricos",2,"2024-03-13"
9129,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-10-17"
9853,"fone de ouvido",200,"Smartphones e Acessórios",3,"2024-10-23"
6011,"carregador",100,"Smartphones e Acessórios",4,"2024-09-12"
291,"notebook",4000,"Informática e Periféricos",1,"2024-05-27"
3000,"fogao",1500,"Eletrodomésticos",5,"2024-04-10"
3453,"carregador",100,"Smartphones e Acessórios",2,"2024-06-06"
6028,"monitor",1500,"Informática e Periféricos",5,"2025-07-09"
7363,"teclado","","Informática e Periféricos",4,"2024-10-02"
8634,"home theater","","TV, Áudio e Vídeo",1,"2025-02-18"
2891,"smartphone",2000,"Smartphones e Acessórios",5,"2024-07-16"
1251,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-04-01"
3883,"carregador",100,"Smartphones e Acessórios",5,"2025-01-22"
8463,"capinha","","Smartphones e Acessórios",1,"2025-04-01"
7141,"mouse",100,"Informática e Periféricos",3,"2024-07-30"
4776,"soundbar",1000,"TV, Áudio e Vídeo",3,"2024-11-25"
2167,"micro-ondas","","Eletrodomésticos",1,"2024-03-05"
1046,"mouse",100,"Informática e Periféricos",4,"2025-07-09"
3074,"monitor",1500,"Informática e Periféricos",2,"2024-04-12"
8155,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-10-26"
9214,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-02-02"
8387,"monitor",1500,"Informática e Periféricos",4,"2024-09-01"
8658,"capinha","","Smartphones e Acessórios",4,"2026-01-18"
6869,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-08-17"
7940,"fone de ouvido",200,"Smartphones e Acessórios",1,"2024-11-17"
3020,"fogao",1500,"Eletrodomésticos",1,"2024-06-10"
1164,"smart tv",4000,"TV, Áudio e Vídeo",5,"2025-11-04"
3011,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-10-19"
2988,"soundbar",1000,"TV, Áudio e Vídeo",2,"2025-06-13"
7951,"teclado","","Informática e Periféricos",4,"2025-02-20"
1111,"teclado","","Informática e Periféricos",5,"2025-02-12"
3722,"capinha","","Smartphones e Acessórios",5,"2024-06-06"
7659,"mouse",100,"Informática e Periféricos",4,"2024-11-13"
5314,"micro-ondas","","Eletrodomésticos",5,"2024-02-21"
5149,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-12-29"
2426,"mouse",100,"Informática e Periféricos",1,"2025-05-01"
5830,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-12-18"
4935,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-11-25"
9386,"notebook",4000,"Informática e Periféricos",5,"2024-09-17"
4328,"carregador",100,"Smartphones e Acessórios",3,"2025-09-22"
1927,"capinha","","Smartphones e Acessórios",2,"2025-04-17"
3996,"fone de ouvido",200,"Smartphones e Acessórios",2,"2024-11-19"
3840,"carregador",100,"Smartphones e Acessórios",2,"2024-11-28"
182,"capinha","","Smartphones e Acessórios",3,"2025-02-19"
502,"teclado","","Informática e Periféricos",3,"2025-06-29"
9779,"home theater","","TV, Áudio e Vídeo",1,"2024-07-02"
6059,"notebook",4000,"Informática e Periféricos",3,"2024-10-27"
3451,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-08-22"
973,"smart tv",4000,"TV, Áudio e Vídeo",4,"2026-01-14"
9528,"micro-ondas","","Eletrodomésticos",4,"2025-12-23"
9776,"soundbar",1000,"TV, Áudio e Vídeo",4,"2024-04-29"
2537,"capinha","","Smartphones e Acessórios",2,"2025-11-24"
4912,"ar-condicionado",2500,"Eletrodomésticos",2,"2024-08-10"
4374,"monitor",1500,"Informática e Periféricos",5,"2024-05-22"
8923,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-03-30"
6635,"fone de ouvido",200,"Smartphones e Acessórios",3,"2024-02-14"
3956,"carregador",100,"Smartphones e Acessórios",4,"2025-01-18"
3761,"home theater","","TV, Áudio e Vídeo",5,"2024-07-05"
7279,"geladeira",5000,"Eletrodomésticos",4,"2026-01-16"
9191,"carregador",100,"Smartphones e Acessórios",3,"2025-04-08"
8515,"carregador",100,"Smartphones e Acessórios",1,"2025-08-13"
6883,"notebook",4000,"Informática e Periféricos",4,"2025-08-16"
9172,"carregador",100,"Smartphones e Acessórios",1,"2024-07-22"
8078,"carregador",100,"Smartphones e Acessórios",2,"2024-04-06"
1165,"home theater","","TV, Áudio e Vídeo",3,"2025-01-30"
9660,"ar-condicionado",2500,"Eletrodomésticos",1,"2024-08-17"
5917,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-02-17"
320,"monitor",1500,"Informática e Periféricos",4,"2024-03-22"
544,"capinha","","Smartphones e Acessórios",3,"2025-10-25"
9237,"smart tv",4000,"TV, Áudio e Vídeo",1,"2025-12-25"
3215,"teclado","","Informática e Periféricos",3,"2024-12-02"
5568,"chromecast",200,"TV, Áudio e Vídeo",5,"2025-09-23"
8472,"chromecast",200,"TV, Áudio e Vídeo",3,"2025-12-28"
9018,"carregador",100,"Smartphones e Acessórios",5,"2024-09-29"
6043,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-11-29"
904,"micro-ondas","","Eletrodomésticos",5,"2024-07-25"
4404,"capinha","","Smartphones e Acessórios",1,"2025-10-10"
437,"home theater","","TV, Áudio e Vídeo",5,"2025-05-26"
8429,"geladeira",5000,"Eletrodomésticos",4,"2025-03-03"
4191,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-01-22"
4503,"geladeira",5000,"Eletrodomésticos",5,"2024-09-06"
5227,"carregador",100,"Smartphones e Acessórios",2,"2024-02-09"
7766,"mouse",100,"Informática e Periféricos",5,"2025-10-26"
3006,"chromecast",200,"TV, Áudio e Vídeo",3,"2026-01-21"
1965,"fone de ouvido",200,"Smartphones e Acessórios",2,"2024-12-08"
8189,"fone de ouvido",200,"Smartphones e Acessórios",5,"2025-05-11"
5298,"fogao",1500,"Eletrodomésticos",3,"2026-01-02"
1036,"chromecast",200,"TV, Áudio e Vídeo",2,"2024-08-28"
1505,"teclado","","Informática e Periféricos",5,"2026-01-04"
6274,"ar-condicionado",2500,"Eletrodomésticos",4,"2024-05-01"
3860,"monitor",1500,"Informática e Periféricos",4,"2024-09-26"
8605,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-08-05"
1699,"smartwatch",1000,"Smartphones e Acessórios",4,"2025-01-16"
5289,"micro-ondas","","Eletrodomésticos",3,"2025-01-02"
9973,"teclado","","Informática e Periféricos",2,"2025-02-04"
3605,"micro-ondas","","Eletrodomésticos",1,"2025-12-25"
2116,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-07-15"
6761,"notebook",4000,"Informática e Periféricos",1,"2025-05-07"
9265,"micro-ondas","","Eletrodomésticos",1,"2025-08-31"
300,"soundbar",1000,"TV, Áudio e Vídeo",4,"2024-09-14"
4558,"smartphone",2000,"Smartphones e Acessórios",5,"2025-11-03"
2170,"mouse",100,"Informática e Periféricos",1,"2026-01-11"
7968,"mouse",100,"Informática e Periféricos",2,"2024-09-28"
225,"smartphone",2000,"Smartphones e Acessórios",3,"2025-12-20"
9160,"soundbar",1000,"TV, Áudio e Vídeo",5,"2025-09-17"
601,"fogao",1500,"Eletrodomésticos",2,"2025-02-11"
5852,"notebook",4000,"Informática e Periféricos",1,"2025-03-22"
2572,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-05-09"
6115,"notebook",4000,"Informática e Periféricos",1,"2025-09-24"
2650,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-01-14"
6022,"fogao",1500,"Eletrodomésticos",1,"2025-06-18"
406,"micro-ondas","","Eletrodomésticos",1,"2024-12-11"
293,"capinha","","Smartphones e Acessórios",2,"2025-09-16"
9581,"geladeira",5000,"Eletrodomésticos",3,"2025-07-17"
9046,"fone de ouvido",200,"Smartphones e Acessórios",3,"2024-12-21"
738,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-07-04"
2741,"carregador",100,"Smartphones e Acessórios",4,"2025-07-06"
6243,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-12-17"
600,"soundbar",1000,"TV, Áudio e Vídeo",2,"2025-07-01"
2308,"carregador",100,"Smartphones e Acessórios",5,"2025-02-06"
5024,"teclado","","Informática e Periféricos",4,"2025-08-15"
9748,"smartwatch",1000,"Smartphones e Acessórios",3,"2025-12-28"
1419,"capinha","","Smartphones e Acessórios",1,"2024-04-23"
4042,"smartwatch",1000,"Smartphones e Acessórios",5,"2025-05-10"
6577,"mouse",100,"Informática e Periféricos",5,"2024-09-01"
779,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-12-05"
7621,"notebook",4000,"Informática e Periféricos",5,"2025-08-06"
3054,"notebook",4000,"Informática e Periféricos",5,"2024-12-30"
738,"micro-ondas","","Eletrodomésticos",2,"2025-05-08"
9223,"carregador",100,"Smartphones e Acessórios",1,"2025-05-23"
6336,"capinha","","Smartphones e Acessórios",1,"2024-03-31"
7786,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-08-05"
707,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-12-14"
203,"micro-ondas","","Eletrodomésticos",5,"2025-03-10"
7656,"smartwatch",1000,"Smartphones e Acessórios",3,"2025-12-25"
3801,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-05-28"
2634,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-07-26"
8119,"capinha","","Smartphones e Acessórios",2,"2024-08-08"
4575,"capinha","","Smartphones e Acessórios",2,"2024-06-21"
7267,"notebook",4000,"Informática e Periféricos",3,"2024-09-29"
3074,"teclado","","Informática e Periféricos",4,"2024-02-04"
1285,"smartphone",2000,"Smartphones e Acessórios",4,"2024-08-14"
2236,"home theater","","TV, Áudio e Vídeo",2,"2025-04-25"
8396,"fogao",1500,"Eletrodomésticos",1,"2025-08-14"
6895,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-09-23"
4952,"capinha","","Smartphones e Acessórios",1,"2025-06-28"
1968,"mouse",100,"Informática e Periféricos",2,"2025-05-11"
7576,"fogao",1500,"Eletrodomésticos",2,"2025-01-21"
9420,"monitor",1500,"Informática e Periféricos",4,"2024-05-20"
702,"monitor",1500,"Informática e Periféricos",2,"2024-09-28"
6977,"micro-ondas","","Eletrodomésticos",5,"2024-10-04"
3092,"home theater","","TV, Áudio e Vídeo",5,"2025-05-11"
4216,"smart tv",4000,"TV, Áudio e Vídeo",2,"2024-04-30"
9176,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-04-25"
8336,"fone de ouvido",200,"Smartphones e Acessórios",1,"2024-06-14"
2576,"micro-ondas","","Eletrodomésticos",1,"2024-11-18"
6148,"geladeira",5000,"Eletrodomésticos",2,"2024-07-01"
6985,"carregador",100,"Smartphones e Acessórios",1,"2024-04-01"
8867,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-10-17"
3879,"monitor",1500,"Informática e Periféricos",2,"2025-11-13"
3812,"micro-ondas","","Eletrodomésticos",2,"2025-05-21"
908,"mouse",100,"Informática e Periféricos",4,"2024-04-04"
6482,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-12-02"
6119,"ar-condicionado",2500,"Eletrodomésticos",5,"2024-04-18"
7864,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-09-07"
7686,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-07-04"
6265,"micro-ondas","","Eletrodomésticos",2,"2025-02-03"
3612,"soundbar",1000,"TV, Áudio e Vídeo",3,"2024-05-21"
7091,"notebook",4000,"Informática e Periféricos",2,"2025-04-24"
3087,"smartphone",2000,"Smartphones e Acessórios",1,"2024-10-01"
6184,"smartwatch",1000,"Smartphones e Acessórios",2,"2025-05-18"
3395,"geladeira",5000,"Eletrodomésticos",4,"2025-05-01"
5984,"ar-condicionado",2500,"Eletrodomésticos",4,"2025-12-31"
3081,"fone de ouvido",200,"Smartphones e Acessórios",1,"2024-09-26"
1947,"geladeira",5000,"Eletrodomésticos",2,"2024-10-07"
2100,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-07-25"
651,"carregador",100,"Smartphones e Acessórios",2,"2025-07-13"
9748,"fogao",1500,"Eletrodomésticos",3,"2024-02-29"
4262,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-06-16"
230,"teclado","","Informática e Periféricos",1,"2024-11-27"
2420,"smartwatch",1000,"Smartphones e Acessórios",4,"2024-08-13"
1332,"carregador",100,"Smartphones e Acessórios",2,"2024-04-07"
9967,"chromecast",200,"TV, Áudio e Vídeo",4,"2026-01-15"
3286,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-05-23"
2505,"chromecast",200,"TV, Áudio e Vídeo",5,"2025-06-04"
7124,"fogao",1500,"Eletrodomésticos",3,"2024-07-15"
1292,"monitor",1500,"Informática e Periféricos",4,"2025-11-02"
7913,"teclado","","Informática e Periféricos",4,"2025-06-04"
1947,"fone de ouvido",200,"Smartphones e Acessórios",2,"2026-01-04"
1232,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-11-14"
8364,"home theater","","TV, Áudio e Vídeo",4,"2024-08-21"
