"cliente","produto","preco","categoria","quantidade","data","cidade"
338,"smart tv",4000.0,"TV, Áudio e Vídeo",4,"2025-12-15","Santos"
362,"mouse",100.0,"Informática e Periféricos",4,"2025-12-10","Joinville"
2980,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2024-05-22","Florianópolis"
932,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2025-12-07","Balneário Camboriú"
8117,"capinha","","Smartphones e Acessórios",3,"2025-04-18","Porto Alegre"
5325,"chromecast",200.0,"TV, Áudio e Vídeo",1,"2024-02-04","Santos"
9872,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2024-02-22","Joinville"
8738,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2024-08-11","Santos"
6906,"chromecast",200.0,"TV, Áudio e Vídeo",1,"2024-08-16","Santos"
6709,"carregador",100.0,"Smartphones e Acessórios",5,"2024-07-20","Balneário Camboriú"
7068,"home theater","","TV, Áudio e Vídeo",4,"2024-10-24","Rio de Janeiro"
9719,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2024-12-29","Joinville"
3187,"notebook",4000.0,"Informática e Periféricos",1,"2025-10-02","Campinas"
1642,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2025-11-06","Curitiba"
1240,"capinha","","Smartphones e Acessórios",4,"2025-02-15","Rio de Janeiro"
3474,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2024-06-19","São Paulo"
8097,"capinha","","Smartphones e Acessórios",2,"2025-06-19","Joinville"
695,"monitor",1500.0,"Informática e Periféricos",2,"2024-06-08","Rio de Janeiro"
1164,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2024-08-08","Campinas"
8292,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2024-05-28","Joinville"
2886,"teclado","","Informática e Periféricos",2,"2025-11-26","Joinville"
3495,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2025-07-20","Porto Alegre"
163,"fogao",1500.0,"Eletrodomésticos",4,"2024-08-02","Joinville"
4159,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2025-09-23","Rio de Janeiro"
8828,"fogao",1500.0,"Eletrodomésticos",3,"2025-11-05","Santos"
348,"capinha","","Smartphones e Acessórios",3,"2024-05-23","Santos"
1728,"soundbar",1000.0,"TV, Áudio e Vídeo",4,"2024-03-20","Curitiba"
8750,"teclado","","Informática e Periféricos",2,"2025-04-18","Rio de Janeiro"
228,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2026-01-03","Porto Alegre"
7093,"fogao",1500.0,"Eletrodomésticos",3,"2025-10-08","Campinas"
5787,"notebook",4000.0,"Informática e Periféricos",5,"2025-09-10","Campinas"
2212,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2024-12-24","Santos"
3790,"geladeira",5000.0,"Eletrodomésticos",4,"2025-10-01","Belo Horizonte"
2800,"monitor",1500.0,"Informática e Periféricos",1,"2024-09-06","Curitiba"
1684,"mouse",100.0,"Informática e Periféricos",1,"2026-01-17","Joinville"
2940,"home theater","","TV, Áudio e Vídeo",1,"2024-07-16","Campinas"
9410,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2025-07-29","São Paulo"
9525,"smartphone",2000.0,"Smartphones e Acessórios",5,"2024-09-16","Curitiba"
5018,"home theater","","TV, Áudio e Vídeo",3,"2025-01-29","Florianópolis"
5782,"geladeira",5000.0,"Eletrodomésticos",5,"2024-08-25","São Paulo"
6069,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2024-07-10","São Paulo"
1956,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2025-07-06","São Paulo"
7316,"smartphone",2000.0,"Smartphones e Acessórios",5,"2025-08-02","Curitiba"
8854,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2025-11-24","Florianópolis"
1748,"teclado","","Informática e Periféricos",3,"2024-12-18","Balneário Camboriú"
7555,"fogao",1500.0,"Eletrodomésticos",3,"2024-09-23","São Paulo"
4312,"fogao",1500.0,"Eletrodomésticos",4,"2025-07-09","Joinville"
8502,"geladeira",5000.0,"Eletrodomésticos",1,"2025-07-28","Santos"
4515,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2024-10-11","Joinville"
1697,"home theater","","TV, Áudio e Vídeo",5,"2024-08-16","Campinas"
2692,"teclado","","Informática e Periféricos",4,"2025-08-11","Joinville"
303,"micro-ondas","","Eletrodomésticos",1,"2024-03-13","São Paulo"
4552,"teclado","","Informática e Periféricos",4,"2024-10-04","São Paulo"
6618,"mouse",100.0,"Informática e Periféricos",2,"2024-09-14","Belo Horizonte"
1641,"carregador",100.0,"Smartphones e Acessórios",5,"2025-12-05","Rio de Janeiro"
3002,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2024-09-07","Porto Alegre"
1001,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2024-02-05","Campinas"
5334,"capinha","","Smartphones e Acessórios",2,"2024-12-15","Campinas"
3161,"chromecast",200.0,"TV, Áudio e Vídeo",2,"2025-05-11","Belo Horizonte"
890,"capinha","","Smartphones e Acessórios",5,"2025-02-17","Florianópolis"
8570,"mouse",100.0,"Informática e Periféricos",4,"2024-07-26","Porto Alegre"
4200,"fone de ouvido",200.0,"Smartphones e Acessórios",4,"2025-03-16","Rio de Janeiro"
67,"soundbar",1000.0,"TV, Áudio e Vídeo",4,"2024-10-24","Joinville"
285,"smartwatch",1000.0,"Smartphones e Acessórios",1,"2024-09-23","Campinas"
6439,"geladeira",5000.0,"Eletrodomésticos",1,"2024-10-14","São Paulo"
4351,"home theater","","TV, Áudio e Vídeo",1,"2024-08-26","Florianópolis"
5283,"carregador",100.0,"Smartphones e Acessórios",4,"2024-08-02","Curitiba"
6022,"carregador",100.0,"Smartphones e Acessórios",4,"2025-09-04","Balneário Camboriú"
7632,"monitor",1500.0,"Informática e Periféricos",5,"2024-03-01","Porto Alegre"
2378,"mouse",100.0,"Informática e Periféricos",4,"2025-12-09","Porto Alegre"
9135,"carregador",100.0,"Smartphones e Acessórios",2,"2024-11-17","São Paulo"
9727,"fogao",1500.0,"Eletrodomésticos",4,"2025-02-28","Rio de Janeiro"
349,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2024-12-10","Curitiba"
5604,"soundbar",1000.0,"TV, Áudio e Vídeo",4,"2024-06-28","Santos"
4048,"smartphone",2000.0,"Smartphones e Acessórios",3,"2025-05-13","Santos"
3743,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2024-12-02","Porto Alegre"
7416,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2024-04-29","São Paulo"
680,"home theater","","TV, Áudio e Vídeo",1,"2025-12-08","Porto Alegre"
3914,"home theater","","TV, Áudio e Vídeo",2,"2024-08-21","Belo Horizonte"
5026,"micro-ondas","","Eletrodomésticos",5,"2025-06-08","Joinville"
5338,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2025-06-02","Santos"
8000,"home theater","","TV, Áudio e Vídeo",4,"2024-10-11","Florianópolis"
4529,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2024-09-02","Joinville"
516,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2025-02-05","São Paulo"
6054,"smartphone",2000.0,"Smartphones e Acessórios",4,"2025-12-05","Belo Horizonte"
6388,"carregador",100.0,"Smartphones e Acessórios",2,"2024-07-05","Porto Alegre"
1489,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2025-05-01","Santos"
440,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2025-10-29","Santos"
8988,"carregador",100.0,"Smartphones e Acessórios",1,"2025-04-16","Balneário Camboriú"
1089,"geladeira",5000.0,"Eletrodomésticos",3,"2024-06-12","Curitiba"
5589,"teclado","","Informática e Periféricos",1,"2024-03-21","Florianópolis"
7861,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2024-10-11","Balneário Camboriú"
2324,"fogao",1500.0,"Eletrodomésticos",5,"2025-09-01","Joinville"
138,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2025-10-22","Balneário Camboriú"
9915,"chromecast",200.0,"TV, Áudio e Vídeo",5,"2025-04-21","São Paulo"
6706,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2024-02-06","Joinville"
4322,"geladeira",5000.0,"Eletrodomésticos",1,"2025-01-30","Curitiba"
3149,"ar-condicionado",2500.0,"Eletrodomésticos",1,"2024-02-29","Balneário Camboriú"
4311,"smartphone",2000.0,"Smartphones e Acessórios",1,"2025-08-28","Joinville"
8211,"carregador",100.0,"Smartphones e Acessórios",1,"2025-11-10","São Paulo"
1228,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2025-10-14","São Paulo"
8833,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2024-03-31","Rio de Janeiro"
3938,"smartphone",2000.0,"Smartphones e Acessórios",3,"2025-04-01","Campinas"
8444,"micro-ondas","","Eletrodomésticos",3,"2024-05-02","Campinas"
1790,"smartphone",2000.0,"Smartphones e Acessórios",3,"2025-11-26","Balneário Camboriú"
8135,"micro-ondas","","Eletrodomésticos",3,"2024-09-27","São Paulo"
3719,"mouse",100.0,"Informática e Periféricos",4,"2025-07-04","Campinas"
8251,"mouse",100.0,"Informática e Periféricos",1,"2025-04-10","Santos"
781,"fogao",1500.0,"Eletrodomésticos",2,"2025-08-28","São Paulo"
3504,"teclado","","Informática e Periféricos",5,"2024-11-02","Campinas"
2786,"smartphone",2000.0,"Smartphones e Acessórios",1,"2024-03-27","Florianópolis"
9301,"notebook",4000.0,"Informática e Periféricos",4,"2025-06-24","Rio de Janeiro"
1276,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2024-07-07","Curitiba"
9232,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2025-05-18","Santos"
4889,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2024-06-29","Joinville"
3284,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2025-12-11","Rio de Janeiro"
5139,"monitor",1500.0,"Informática e Periféricos",2,"2025-02-27","Balneário Camboriú"
4574,"chromecast",200.0,"TV, Áudio e Vídeo",2,"2024-02-14","Belo Horizonte"
5451,"mouse",100.0,"Informática e Periféricos",4,"2024-05-08","Joinville"
2706,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2024-07-29","Balneário Camboriú"
9039,"home theater","","TV, Áudio e Vídeo",5,"2025-01-14","Campinas"
6349,"teclado","","Informática e Periféricos",5,"2025-06-14","São Paulo"
2058,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2024-06-26","Porto Alegre"
4766,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2025-10-02","Joinville"
4893,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2025-12-10","Rio de Janeiro"
4790,"micro-ondas","","Eletrodomésticos",2,"2025-10-09","Belo Horizonte"
8576,"teclado","","Informática e Periféricos",4,"2025-01-28","Florianópolis"
7620,"micro-ondas","","Eletrodomésticos",4,"2025-05-04","Balneário Camboriú"
8295,"monitor",1500.0,"Informática e Periféricos",4,"2024-02-26","Florianópolis"
3217,"fogao",1500.0,"Eletrodomésticos",3,"2024-09-08","São Paulo"
3050,"capinha","","Smartphones e Acessórios",4,"2025-08-27","Porto Alegre"
5085,"soundbar",1000.0,"TV, Áudio e Vídeo",4,"2024-04-18","Curitiba"
3162,"home theater","","TV, Áudio e Vídeo",1,"2024-08-10","São Paulo"
1215,"home theater","","TV, Áudio e Vídeo",2,"2024-05-15","Santos"
195,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2024-12-14","Belo Horizonte"
2493,"smartphone",2000.0,"Smartphones e Acessórios",3,"2024-07-18","Santos"
2940,"carregador",100.0,"Smartphones e Acessórios",5,"2025-07-10","Porto Alegre"
3145,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2025-10-02","Belo Horizonte"
2521,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2024-04-23","Campinas"
7132,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2025-03-20","Joinville"
3530,"mouse",100.0,"Informática e Periféricos",2,"2025-11-21","Campinas"
7576,"notebook",4000.0,"Informática e Periféricos",2,"2025-10-18","Rio de Janeiro"
1001,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2025-01-05","São Paulo"
6277,"carregador",100.0,"Smartphones e Acessórios",3,"2025-03-16","Joinville"
9942,"notebook",4000.0,"Informática e Periféricos",1,"2026-01-09","Rio de Janeiro"
3833,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2024-08-13","Campinas"
8586,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2025-03-13","Joinville"
240,"capinha","","Smartphones e Acessórios",3,"2025-10-04","Curitiba"
4534,"fogao",1500.0,"Eletrodomésticos",3,"2025-01-17","Joinville"
4687,"notebook",4000.0,"Informática e Periféricos",2,"2024-08-26","Porto Alegre"
9528,"fogao",1500.0,"Eletrodomésticos",2,"2025-08-29","Curitiba"
9607,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2025-01-14","Rio de Janeiro"
6262,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2025-12-09","São Paulo"
1706,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2024-02-26","Joinville"
345,"mouse",100.0,"Informática e Periféricos",4,"2025-02-24","Campinas"
4975,"micro-ondas","","Eletrodomésticos",3,"2024-11-10","Balneário Camboriú"
9955,"teclado","","Informática e Periféricos",3,"2024-08-04","Porto Alegre"
6682,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2025-11-08","Balneário Camboriú"
5295,"home theater","","TV, Áudio e Vídeo",4,"2025-07-17","São Paulo"
2739,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2025-03-02","Porto Alegre"
30,"capinha","","Smartphones e Acessórios",4,"2025-11-06","Campinas"
5491,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2024-07-06","Rio de Janeiro"
8374,"monitor",1500.0,"Informática e Periféricos",4,"2025-08-29","Florianópolis"
6813,"home theater","","TV, Áudio e Vídeo",4,"2025-10-10","Rio de Janeiro"
7757,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2025-02-28","Balneário Camboriú"
8019,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2024-07-22","São Paulo"
6062,"smartphone",2000.0,"Smartphones e Acessórios",3,"2024-09-30","Campinas"
11,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2024-05-24","Belo Horizonte"
238,"notebook",4000.0,"Informática e Periféricos",2,"2025-04-28","Balneário Camboriú"
1748,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2026-01-20","Florianópolis"
9717,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2025-12-13","Porto Alegre"
8882,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2025-07-06","Joinville"
4715,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2024-10-12","Rio de Janeiro"
2273,"micro-ondas","","Eletrodomésticos",2,"2025-07-06","Curitiba"
6302,"geladeira",5000.0,"Eletrodomésticos",1,"2024-11-26","Santos"
9754,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2025-09-26","Joinville"
5730,"chromecast",200.0,"TV, Áudio e Vídeo",2,"2025-01-03","Campinas"
3595,"mouse",100.0,"Informática e Periféricos",3,"2025-06-09","São Paulo"
1966,"geladeira",5000.0,"Eletrodomésticos",5,"2025-10-17","São Paulo"
6630,"smartphone",2000.0,"Smartphones e Acessórios",3,"2025-03-09","Porto Alegre"
5861,"smartwatch",1000.0,"Smartphones e Acessórios",1,"2024-09-15","Florianópolis"
9902,"smartphone",2000.0,"Smartphones e Acessórios",4,"2024-10-04","Balneário Camboriú"
1021,"micro-ondas","","Eletrodomésticos",5,"2025-05-19","Belo Horizonte"
5215,"mouse",100.0,"Informática e Periféricos",1,"2025-09-26","Porto Alegre"
6479,"capinha","","Smartphones e Acessórios",3,"2024-08-10","Joinville"
135,"smart tv",4000.0,"TV, Áudio e Vídeo",4,"2024-07-11","Curitiba"
6805,"smartphone",2000.0,"Smartphones e Acessórios",5,"2025-02-11","Santos"
4976,"teclado","","Informática e Periféricos",3,"2024-06-04","Porto Alegre"
7264,"smartphone",2000.0,"Smartphones e Acessórios",3,"2024-12-31","São Paulo"
978,"home theater","","TV, Áudio e Vídeo",4,"2025-06-09","Belo Horizonte"
1906,"chromecast",200.0,"TV, Áudio e Vídeo",5,"2025-02-21","São Paulo"
4119,"micro-ondas","","Eletrodomésticos",4,"2025-01-04","Belo Horizonte"
6150,"smartphone",2000.0,"Smartphones e Acessórios",1,"2025-04-17","Florianópolis"
8904,"home theater","","TV, Áudio e Vídeo",1,"2025-08-04","Florianópolis"
949,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2025-11-10","Curitiba"
4896,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2024-07-17","Joinville"
9103,"carregador",100.0,"Smartphones e Acessórios",4,"2025-08-17","Porto Alegre"
9864,"smartphone",2000.0,"Smartphones e Acessórios",4,"2025-06-06","Porto Alegre"
4885,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2025-07-11","Belo Horizonte"
8717,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2024-09-30","Santos"
6336,"mouse",100.0,"Informática e Periféricos",5,"2025-06-25","São Paulo"
532,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2024-02-24","Curitiba"
9042,"teclado","","Informática e Periféricos",3,"2025-02-06","Curitiba"
6922,"micro-ondas","","Eletrodomésticos",1,"2024-05-09","Balneário Camboriú"
6650,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2025-01-06","Porto Alegre"
153,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2024-12-27","Belo Horizonte"
1619,"mouse",100.0,"Informática e Periféricos",3,"2024-06-20","Florianópolis"
1380,"fone de ouvido",200.0,"Smartphones e Acessórios",4,"2025-01-15","Belo Horizonte"
5714,"teclado","","Informática e Periféricos",5,"2024-06-25","Balneário Camboriú"
3114,"chromecast",200.0,"TV, Áudio e Vídeo",2,"2024-05-28","Porto Alegre"
4634,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2025-08-09","Joinville"
1679,"notebook",4000.0,"Informática e Periféricos",2,"2024-06-15","Florianópolis"
7066,"teclado","","Informática e Periféricos",4,"2024-06-25","Campinas"
4401,"monitor",1500.0,"Informática e Periféricos",4,"2025-05-01","Santos"
906,"fogao",1500.0,"Eletrodomésticos",2,"2024-10-08","Balneário Camboriú"
4668,"capinha","","Smartphones e Acessórios",1,"2025-03-19","Rio de Janeiro"
2779,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2024-12-15","Balneário Camboriú"
1564,"micro-ondas","","Eletrodomésticos",2,"2026-01-06","Florianópolis"
7708,"geladeira",5000.0,"Eletrodomésticos",4,"2025-07-18","São Paulo"
2228,"geladeira",5000.0,"Eletrodomésticos",2,"2024-08-17","São Paulo"
3067,"micro-ondas","","Eletrodomésticos",3,"2024-06-21","Rio de Janeiro"
2105,"mouse",100.0,"Informática e Periféricos",1,"2025-02-12","Joinville"
7396,"geladeira",5000.0,"Eletrodomésticos",3,"2025-08-06","Belo Horizonte"
4331,"geladeira",5000.0,"Eletrodomésticos",1,"2024-03-19","Joinville"
4704,"mouse",100.0,"Informática e Periféricos",3,"2024-04-23","Balneário Camboriú"
3089,"teclado","","Informática e Periféricos",5,"2024-02-17","Joinville"
7264,"smartphone",2000.0,"Smartphones e Acessórios",4,"2024-11-01","São Paulo"
3286,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2025-03-25","Santos"
7098,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2025-11-01","Florianópolis"
9889,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2024-07-01","Florianópolis"
6243,"mouse",100.0,"Informática e Periféricos",4,"2024-02-03","Porto Alegre"
4937,"teclado","","Informática e Periféricos",2,"2024-09-07","São Paulo"
200,"home theater","","TV, Áudio e Vídeo",3,"2024-07-31","Santos"
4058,"teclado","","Informática e Periféricos",3,"2024-05-13","Balneário Camboriú"
5955,"smartphone",2000.0,"Smartphones e Acessórios",2,"2024-03-28","Balneário Camboriú"
8295,"carregador",100.0,"Smartphones e Acessórios",1,"2024-08-22","Campinas"
3486,"micro-ondas","","Eletrodomésticos",1,"2024-04-09","São Paulo"
6012,"fogao",1500.0,"Eletrodomésticos",4,"2025-06-02","Florianópolis"
5995,"carregador",100.0,"Smartphones e Acessórios",3,"2024-03-09","Belo Horizonte"
2688,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2024-03-24","Balneário Camboriú"
5873,"mouse",100.0,"Informática e Periféricos",5,"2024-02-10","Porto Alegre"
5054,"notebook",4000.0,"Informática e Periféricos",3,"2024-01-27","Porto Alegre"
2000,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2024-06-21","Florianópolis"
5485,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2024-04-04","Belo Horizonte"
8698,"smartphone",2000.0,"Smartphones e Acessórios",5,"2025-06-08","Florianópolis"
7254,"micro-ondas","","Eletrodomésticos",4,"2024-07-22","São Paulo"
2443,"carregador",100.0,"Smartphones e Acessórios",2,"2025-08-30","Rio de Janeiro"
1691,"capinha","","Smartphones e Acessórios",2,"2025-09-30","Santos"
2372,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2025-06-05","Porto Alegre"
7608,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2024-03-31","Joinville"
1897,"teclado","","Informática e Periféricos",2,"2024-09-18","Balneário Camboriú"
5327,"smartphone",2000.0,"Smartphones e Acessórios",5,"2024-02-24","Florianópolis"
4606,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2025-06-15","Porto Alegre"
